country,import_leisure,import_politics,import_work,goals_parents_proud,men_political_leaders,univ_boy_girl,happiness,health,freedom,standard_of_living,trust,confidence_gov,confidence_univ,everyone_provided,corrupt,sci_tech_life,sci_not_important,age,age_3cat,highest_edu_3cat,income_3cat
CHN,very important,not very important,rather important,agree,disagree,disagree,very happy,fair,8,better off,need to be very careful,quite a lot,quite a lot,4,5,10,1,39,30-49 years,lower,medium
CHN,rather important,not very important,very important,agree,disagree,disagree,very happy,very good,8,better off,most people can be trusted,a great deal,quite a lot,10,3,8,3,18,16-29 years,lower,medium
CHN,rather important,very important,very important,strongly agree,strongly agree,agree,rather happy,good,6,better off,most people can be trusted,quite a lot,quite a lot,6,9,8,2,66,50 years and over,high,medium
CHN,not very important,rather important,not very important,agree,agree,agree,rather happy,fair,8,better off,most people can be trusted,a great deal,NA,5,9,10,1,64,50 years and over,middle,low
CHN,rather important,rather important,rather important,agree,strongly agree,disagree,rather happy,fair,8,better off,need to be very careful,a great deal,quite a lot,9,6,10,1,49,30-49 years,high,low
CHN,very important,very important,not at all important,strongly agree,strongly agree,agree,rather happy,fair,7,better off,most people can be trusted,quite a lot,quite a lot,8,9,10,1,65,50 years and over,lower,high
CHN,rather important,very important,very important,agree,agree,strongly agree,very happy,very good,8,better off,most people can be trusted,a great deal,a great deal,9,2,10,2,38,30-49 years,high,medium
CHN,rather important,very important,very important,strongly agree,strongly agree,disagree,not very happy,poor,2,better off,need to be very careful,a great deal,a great deal,1,10,6,10,58,50 years and over,lower,medium
CHN,not very important,very important,not at all important,strongly agree,strongly agree,disagree,very happy,fair,10,better off,need to be very careful,a great deal,quite a lot,1,10,10,2,63,50 years and over,lower,medium
CHN,very important,very important,very important,agree,disagree,disagree,rather happy,good,5,better off,most people can be trusted,a great deal,a great deal,5,5,8,7,24,16-29 years,high,medium
CHN,rather important,rather important,very important,agree,strongly agree,agree,rather happy,fair,8,better off,most people can be trusted,a great deal,a great deal,1,10,10,1,56,50 years and over,high,low
CHN,very important,rather important,very important,agree,agree,agree,very happy,very good,6,better off,most people can be trusted,quite a lot,a great deal,1,6,10,1,53,50 years and over,middle,medium
CHN,not very important,very important,very important,agree,disagree,disagree,rather happy,fair,7,worse off,most people can be trusted,quite a lot,quite a lot,7,NA,10,3,50,50 years and over,middle,NA
CHN,very important,NA,rather important,agree,agree,strongly disagree,rather happy,very good,5,better off,most people can be trusted,a great deal,a great deal,6,5,10,1,24,16-29 years,high,medium
CHN,rather important,very important,very important,strongly agree,disagree,disagree,rather happy,good,NA,better off,most people can be trusted,a great deal,a great deal,10,5,8,3,50,50 years and over,middle,medium
CHN,rather important,rather important,rather important,strongly agree,disagree,strongly agree,rather happy,fair,3,worse off,most people can be trusted,a great deal,a great deal,5,4,10,6,27,16-29 years,high,medium
CHN,rather important,not at all important,rather important,agree,agree,disagree,not at all happy,poor,10,worse off,need to be very careful,a great deal,quite a lot,1,6,10,1,51,50 years and over,lower,low
CHN,rather important,not very important,rather important,agree,agree,disagree,rather happy,good,9,better off,need to be very careful,quite a lot,quite a lot,1,9,10,1,41,30-49 years,high,medium
CHN,not very important,not at all important,not at all important,agree,disagree,disagree,rather happy,fair,10,better off,need to be very careful,a great deal,a great deal,5,5,10,9,61,50 years and over,middle,low
CHN,not very important,rather important,rather important,agree,agree,agree,very happy,very good,6,better off,most people can be trusted,a great deal,quite a lot,9,8,8,1,46,30-49 years,lower,low
CHN,rather important,not very important,very important,agree,agree,strongly disagree,rather happy,poor,7,better off,need to be very careful,quite a lot,not very much,7,6,8,3,24,16-29 years,high,low
CHN,rather important,very important,not very important,disagree,agree,disagree,very happy,very good,9,better off,most people can be trusted,quite a lot,quite a lot,5,7,8,1,62,50 years and over,lower,medium
CHN,very important,very important,not at all important,strongly agree,disagree,disagree,very happy,poor,10,better off,most people can be trusted,quite a lot,quite a lot,1,6,10,1,68,50 years and over,lower,low
CHN,not very important,not very important,rather important,agree,agree,disagree,very happy,very good,9,better off,most people can be trusted,quite a lot,quite a lot,9,5,9,1,46,30-49 years,high,low
CHN,not very important,very important,not very important,agree,strongly agree,disagree,very happy,very good,8,worse off,most people can be trusted,a great deal,quite a lot,10,10,5,5,28,16-29 years,lower,low
CHN,rather important,not very important,rather important,disagree,agree,disagree,rather happy,very good,6,better off,need to be very careful,quite a lot,quite a lot,4,6,10,1,27,16-29 years,high,low
CHN,rather important,very important,very important,disagree,disagree,disagree,rather happy,fair,6,better off,need to be very careful,not very much,NA,10,10,7,4,66,50 years and over,high,medium
CHN,rather important,not very important,very important,strongly agree,agree,strongly agree,not very happy,good,7,better off,most people can be trusted,quite a lot,quite a lot,6,6,10,2,28,16-29 years,NA,medium
CHN,very important,very important,rather important,agree,agree,disagree,rather happy,fair,5,better off,need to be very careful,a great deal,quite a lot,7,6,9,1,38,30-49 years,NA,medium
CHN,not very important,not very important,not at all important,agree,agree,agree,rather happy,very good,6,better off,most people can be trusted,a great deal,quite a lot,5,5,8,3,18,16-29 years,middle,medium
CHN,not very important,not very important,rather important,strongly agree,agree,disagree,very happy,fair,5,better off,most people can be trusted,a great deal,a great deal,7,6,10,NA,37,30-49 years,lower,medium
CHN,rather important,rather important,rather important,agree,agree,agree,not very happy,very good,6,worse off,most people can be trusted,quite a lot,quite a lot,10,10,9,1,40,30-49 years,lower,low
CHN,not very important,not very important,very important,agree,agree,disagree,rather happy,fair,6,better off,need to be very careful,quite a lot,quite a lot,7,10,6,3,39,30-49 years,lower,low
CHN,rather important,rather important,rather important,strongly agree,strongly agree,strongly agree,rather happy,very good,8,better off,most people can be trusted,a great deal,a great deal,9,9,10,1,20,16-29 years,high,medium
CHN,rather important,rather important,very important,strongly agree,disagree,disagree,rather happy,good,8,better off,most people can be trusted,quite a lot,a great deal,8,6,10,2,24,16-29 years,high,medium
CHN,rather important,rather important,very important,agree,disagree,agree,rather happy,fair,7,worse off,most people can be trusted,quite a lot,quite a lot,6,5,7,7,56,50 years and over,middle,low
CHN,very important,very important,very important,strongly agree,agree,disagree,very happy,very good,5,better off,most people can be trusted,a great deal,a great deal,3,10,10,1,46,30-49 years,lower,low
CHN,not very important,rather important,very important,strongly agree,agree,agree,not at all happy,fair,6,better off,need to be very careful,quite a lot,a great deal,6,5,10,1,46,30-49 years,lower,low
CHN,rather important,rather important,rather important,strongly agree,strongly agree,disagree,very happy,good,10,better off,most people can be trusted,quite a lot,not very much,3,8,8,1,42,30-49 years,middle,medium
CHN,not very important,rather important,rather important,agree,strongly disagree,strongly disagree,very happy,very good,10,better off,most people can be trusted,a great deal,a great deal,6,6,10,1,46,30-49 years,lower,low
CHN,not very important,not very important,not very important,agree,agree,disagree,rather happy,good,7,better off,need to be very careful,quite a lot,quite a lot,1,7,10,1,58,50 years and over,lower,low
CHN,very important,rather important,very important,agree,agree,disagree,rather happy,fair,6,worse off,need to be very careful,quite a lot,quite a lot,10,10,9,1,30,30-49 years,high,medium
CHN,rather important,very important,very important,agree,disagree,disagree,rather happy,good,5,better off,most people can be trusted,quite a lot,a great deal,5,6,10,1,40,30-49 years,lower,low
CHN,very important,not very important,not very important,agree,disagree,agree,very happy,good,3,better off,most people can be trusted,not very much,not very much,3,10,10,1,61,50 years and over,lower,medium
CHN,rather important,very important,very important,agree,disagree,disagree,very happy,fair,5,better off,most people can be trusted,quite a lot,quite a lot,5,5,6,2,28,16-29 years,high,medium
CHN,rather important,rather important,rather important,agree,agree,disagree,rather happy,good,10,better off,need to be very careful,quite a lot,quite a lot,2,1,6,3,54,50 years and over,middle,low
CHN,rather important,not very important,very important,agree,agree,disagree,not very happy,fair,3,better off,most people can be trusted,a great deal,a great deal,8,10,10,1,41,30-49 years,lower,low
CHN,not very important,very important,very important,strongly agree,strongly agree,agree,rather happy,very good,10,better off,need to be very careful,a great deal,quite a lot,1,8,10,3,61,50 years and over,middle,medium
CHN,very important,not very important,very important,strongly agree,disagree,strongly agree,rather happy,good,5,better off,most people can be trusted,quite a lot,not very much,1,6,1,1,47,30-49 years,middle,medium
CHN,not very important,not very important,rather important,agree,agree,strongly disagree,not very happy,fair,2,worse off,need to be very careful,quite a lot,not very much,5,10,7,6,25,16-29 years,middle,medium
CHN,rather important,rather important,not very important,agree,strongly agree,disagree,rather happy,good,1,better off,most people can be trusted,quite a lot,quite a lot,8,9,3,7,56,50 years and over,middle,medium
CHN,very important,rather important,not very important,strongly agree,disagree,disagree,very happy,very good,9,better off,most people can be trusted,quite a lot,quite a lot,9,1,9,9,39,30-49 years,lower,medium
CHN,very important,not at all important,very important,agree,strongly disagree,strongly disagree,very happy,very good,10,better off,most people can be trusted,a great deal,quite a lot,9,7,10,1,70,50 years and over,lower,medium
CHN,rather important,very important,very important,strongly agree,strongly disagree,agree,rather happy,fair,8,better off,need to be very careful,quite a lot,a great deal,NA,NA,10,1,37,30-49 years,lower,low
CHN,rather important,rather important,rather important,disagree,disagree,disagree,rather happy,fair,5,better off,most people can be trusted,quite a lot,quite a lot,3,5,5,4,18,16-29 years,middle,medium
