NEWID,BLS_URBN,CUTENURE,HIGH_EDU,FAM_SIZE,FINCBEFX,FRSHVEG,FRSHFRUT,FOODTOT,FOODAWAY,FOODHOME
04710492,1,3,13,3,3564,0,0,12,12,0
04710501,1,1,15,2,150000,17.34579,20.57992,524.89,158.71,366.18
04710502,1,1,15,2,150000,5.16324,7.49985,255.6,156.38,99.22
04710541,1,4,13,1,2595,0.99,2.99,7.96,0,7.96
04710561,1,4,15,1,27140,0,3.26,35,14,21
04710562,1,4,15,1,27140,16.97,0,130.52,0,130.52
04710571,1,4,12,1,17000,0,0,25.65,0,25.65
04710572,1,4,12,1,17000,0,0,29,0,29
04710581,1,4,12,1,40000,5.15,3.04,87.02,27.33,59.69
04710582,1,4,12,1,40000,0,9.93,64.35,35,29.35
04710601,1,4,16,1,36000,9.6,20.5,143.34,32.56,110.78
04710602,1,4,16,1,36000,21,30,387.35,38.7,348.65
04710641,1,1,12,1,23729,2.23575,9.13004,75.21,15.21,60
04710642,1,1,12,1,23729,0,0,20.4,20.4,0
04710681,1,2,15,1,42364,0,21.67,112.8,0,112.8
04710682,1,2,15,1,42364,0,18.28,50.05,0,50.05
04710691,1,2,14,1,19200,6.72219,9.02387,245.09001,0,245.09001
04710692,1,2,14,1,19200,0,0,0,0,0
04710721,2,2,12,2,32938,0.73,3.96,59.5,18.21,41.29
04710722,2,2,12,2,32938,1.57,1.91,91.16,14.24,76.92
04710801,1,4,16,5,24000,5.69,0,35.22,0,35.22
04710802,1,4,14,5,24000,0,1.19,9.46,0,9.46
04710811,1,2,13,2,25378,0,4.07557,171,33,138
04710812,1,2,13,2,25378,6.85451,4.09373,85.99999,0,85.99999
04710821,1,4,15,3,114000,0,25.48,319.49,45,274.49
04710822,1,4,15,3,114000,0,13,204.24,66.5,137.74
04710861,1,1,16,3,137000,0,0,33.89,33.89,0
04710862,1,1,16,3,137000,0,0,44.48,25.5,18.98
04710871,1,4,11,1,800,2.59138,14.27227,129.99999,30,99.99999
04710872,1,4,11,1,800,0,0,20,20,0
04710891,1,4,13,1,9000,1.97046,0,76.31001,21.31,55.00001
04710892,1,4,13,1,9000,2.41822,3.51259,106.72,87.26,19.46
04710901,1,1,15,3,66820,0,0,63.64,44.98,18.66
04710902,1,1,15,3,66820,8.57,1.78,197.43,67.4,130.03
04710921,1,1,16,1,77200,7.17502,4.05,114.50998,55.68,58.82998
04710922,1,1,16,1,77200,6.35333,11.07501,143.28999,48.09,95.19999
04710951,1,1,14,2,22343,0,0.69,118.94,61.7,57.24
04710952,1,1,14,2,22343,0,0,178.33,53.15,125.18
04710961,1,4,16,3,90000,0,0,75.49,75.49,0
04710971,1,4,15,4,54500,15.98,26.26,221.82,0,221.82
04710972,1,4,15,4,54500,7.48,28.72,99.4,0,99.4
04710991,1,1,14,4,144200,0,0,359.88,211.69,148.19
04710992,1,1,14,4,144200,5.18142,0,372.18999,261.78,110.40999
04711031,1,4,13,4,55600,0,0,14.1,8,6.1
04711032,1,4,16,4,55600,0,0,179.51,150,29.51
04711041,1,1,13,3,34000,4.7,0,184.29,54,130.29
04711042,1,1,13,3,34000,0,0,0,0,0
04711051,1,1,14,2,35715,39.43237,29.60335,680.00001,0,680.00001
04711052,1,1,14,2,35715,7.71778,0,60,0,60
04711071,1,2,15,1,38000,12.62,15.25,77.69,0,77.69
04711072,1,2,15,1,38000,0,4.19,73.85,0,73.85
04711101,1,1,15,4,99000,16,15.78,180.71,0,180.71
04711102,1,1,15,4,99000,22.98,4.59,142.79,0,142.79
04711181,1,4,15,1,138000,2.49,13.5,189,73.25,115.75
04711182,1,4,15,1,138000,0,0,86.96,82.67,4.29
04711191,1,1,16,4,211165,35.31791,6.63,373.60999,50.25,323.35999
04711192,1,1,16,4,211165,13.92,27.33,329.29,88.26,241.03
04711211,1,2,13,2,14112,0,2.5,18.97,0,18.97
04711212,1,2,13,2,14112,2.5,2.16,45.45,0,45.45
04711221,1,4,10,1,0,0,2,24.18,18.69,5.49
04711222,1,4,10,1,0,0,0,0,0,0
04711241,1,1,15,1,130020,2.23937,7.79023,187.80001,62.33,125.47001
04711242,1,1,15,1,130020,0,7.06,146.35,51.84,94.51
04711271,1,1,14,2,43691,5.3453,0,241.78999,75.99,165.79999
04711272,1,1,14,2,43691,10.31665,4.31978,170.25999,61.86,108.39999
04711281,1,1,13,3,75000,10.72176,9.73429,237.81001,63.67,174.14001
04711282,1,1,13,3,75000,20.30212,14.5701,294.75999,77.9,216.85999
04711351,1,2,15,5,100304,14.08,8.19,717.15,596.75,120.4
04711352,1,2,15,5,100304,1.36,4.1,1066.14,1003.59,62.55
04711371,1,1,12,2,41782,5.38,0,95.12,8.81,86.31
04711372,1,1,12,2,41782,0,0,0,0,0
04711401,1,2,12,2,15006,2.62379,3.81119,95.00001,0,95.00001
04711402,1,2,12,2,15006,0,0,0,0,0
04711461,1,1,16,4,150000,18.4749,36.29811,636.83732,23.5,613.33732
04711462,1,1,16,4,150000,29.18883,45.51134,955.40998,274.66,680.74998
04711471,1,1,16,3,75000,15.18699,21.93556,470.00001,120,350.00001
04711472,1,1,16,3,75000,18.74928,14.09009,270.00002,20,250.00002
04711531,1,2,16,2,122160,25.81207,20.11437,146.62002,23,123.62002
04711532,1,2,16,2,122160,27.71023,19.47692,394.90999,42.71,352.19999
04711551,1,4,15,2,115200,9.43708,15.30012,150.00001,0,150.00001
04711552,1,4,15,2,115200,0,0,0,0,0
04711561,1,4,16,1,22836,0,0,48.55,48.55,0
04711562,1,4,16,1,22836,6.48,0,54.46,0,54.46
04711571,1,4,13,1,40000,0,6.88,63.7,13.92,49.78
04711572,1,4,13,1,40000,1.07,0,67.39,33.91,33.48
04711611,1,4,11,2,1400,4.22,7.52,67.59,0,67.59
04711612,1,4,11,2,1400,0,0,0,0,0
04711641,1,1,13,2,90000,27.27,25.23,110.77,0,110.77
04711642,1,1,13,2,90000,0,0,0,0,0
04711661,1,2,16,2,67500,16.47,25.97,325,16.33,308.67
04711662,1,2,16,2,67500,0,0,0,0,0
04711681,1,2,13,2,48124,2.39,5.82,106.82,76.06,30.76
04711682,1,2,13,2,48124,2.67,2.36,328.76,49,279.76
04711751,1,4,16,1,70000,0,0,20.802,20.802,0
04711761,1,4,11,1,34000,0,0,50.08,9.71,40.37
04711762,1,4,15,1,34000,0,0,9.9,9.9,0
04711781,1,1,15,2,69039,5.42,26.41,346.34,145.38,200.96
04711782,1,1,15,2,69039,18.95,19.99,456.78,238.76,218.02
04711811,1,1,15,5,38482,0,0,26.5,0,26.5
04711812,1,1,15,5,38482,5.28,10.53,84.8,0,84.8
04711841,1,2,15,1,33000,0,0,0,0,0
04711842,1,2,15,1,33000,3.56,0,156.92,124.84,32.08
04711931,1,1,15,3,92600,14.12,1.09,182.7,37.61,145.09
04711932,1,1,15,3,92600,7.75,0.86,161.06,43.77,117.29
04711971,1,1,16,3,75000,0,1.05,98.64,81.84,16.8
04711972,1,1,16,3,75000,0,0,65.83,65.83,0
04712011,1,3,11,1,0,0,6.48,146.71,109.05,37.66
04712012,1,3,12,1,0,0.48,4.44,62.86,32.5,30.36
04712021,1,2,16,6,98608,25.72548,50.01698,327.90002,18.61,309.29002
04712022,1,2,16,6,98608,36.38918,31.73098,276.15999,130.66,145.49999
04712041,1,1,13,2,125000,6.99,17.66,126.72,0,126.72
04712042,1,1,13,2,125000,10.57,15.55,100.43,0,100.43
04712061,1,2,14,2,42664,6.30189,14.28643,124.99999,0,124.99999
04712062,1,2,14,2,42664,14.12156,15.04675,232.00001,0,232.00001
04712081,1,4,14,3,38668,0,18,156.41,51.98,104.43
04712082,1,4,14,3,38668,0,0,35,35,0
04712121,1,2,16,1,79245,0,1.25,21.25,0,21.25
04712122,1,2,16,1,79245,0,3.99,21.64,10,11.64
04712191,1,2,13,2,46212,15.06,0.69,46.64,0,46.64
04712192,1,2,13,2,46212,24.34,7.97,133.57,0,133.57
04712201,1,1,14,1,51000,0,0,57.63,46.63,11
04712202,1,1,14,1,51000,0,0,34,34,0
04712231,1,1,16,4,0,5.49,13.58,62.91,0,62.91
04712232,1,1,16,4,0,30.48356,56.34333,241.67,58.98,182.69
04712291,1,1,16,2,150500,17.88,21.11,231.87,77.59,154.28
04712292,1,1,16,2,150500,14,15.45,150.75,9.41,141.34
04712311,1,4,11,2,820,2.68434,0,48.00001,0,48.00001
04712312,1,4,11,2,820,6.59943,6.92342,67,0,67
04712352,1,4,12,2,68,0,0,0,0,0
04712381,1,4,15,4,0,13.95,21.65,138.8,19.52,119.28
04712382,1,4,15,4,0,6.59,11.51,87.01,10,77.01
04712391,1,4,11,1,21000,0,0,237.54,64.36,173.18
04712392,1,4,11,1,21000,21.73,0,144.72067,47.33067,97.39
04712441,1,1,14,3,205000,1.59,13.73,264.83,187.92,76.91
04712442,1,1,14,3,205000,23.1,18.44,425.28,272.85,152.43
04712451,1,4,11,2,64000,0,0,101.42,85,16.42
04712452,1,4,11,2,64000,0,0,41.85,30,11.85
04712461,1,4,13,1,15000,6.91305,7.08881,135.636,21.85602,113.77998
04712462,1,4,13,1,15000,2.31197,6.08304,54.95146,19.58145,35.37001
04712541,1,1,15,2,1250,4.84,1.42,168.14,18.76,149.38
04712542,1,1,15,2,1250,1.57,1.12,144.48,23,121.48
04712551,1,1,16,2,410492,21.32,4.68,110.76,38.15,72.61
04712552,1,1,16,2,410492,0,0,0,0,0
04712561,1,1,15,1,95000,0,2.13855,105.51,25.25,80.26
04712562,1,1,15,1,95000,0,0,68.58,0,68.58
04712581,1,1,12,1,33862,13.66005,14.89046,177.13002,36,141.13002
04712582,1,1,12,1,33862,0,0,173.39,173.39,0
04712591,1,2,16,2,743,0,0,14.39,0,14.39
04712592,1,2,16,2,743,0,0,15.87,0,15.87
04712601,1,1,15,3,65000,8.72381,5.17798,240.24997,68,172.24997
04712602,1,1,15,3,65000,14.30445,3.57301,729.99998,80,649.99998
04712621,1,2,16,4,140000,2.55794,17.08688,311.38,0,311.38
04712622,1,2,16,4,140000,0,0,189.62,116.24,73.38
04712631,1,2,14,1,12546,10.56,7.1,59.3,0,59.3
04712632,1,2,14,1,12546,5.73,2.86,37.36,0,37.36
04712651,1,1,13,1,141942,5.65111,3.42439,132,0,132
04712652,1,1,13,1,141942,0,0,17,8.6,8.4
04712661,1,1,11,4,60000,24.13184,14.64957,350.00002,0,350.00002
04712662,1,1,11,4,60000,28.31601,8.21782,240.29001,0,240.29001
04712721,1,1,12,2,143000,0,0,0,0,0
04712722,1,1,12,2,143000,0,0,9.34,0,9.34
04712751,1,1,16,4,98600,60.62,49.84324,513.50999,207.6,305.90999
04712752,1,1,16,4,98600,36.53,71.9,428.52,84,344.52
04712761,1,1,16,1,15006,45,0,45,0,45
04712762,1,1,16,1,15006,45,0,45,0,45
04712771,1,4,16,2,200100,11.08,11.54,294.6,32.58,262.02
04712772,1,4,16,2,200100,2.39,7.28,128.12,79.99,48.13
04712801,1,1,14,1,68000,6.98,1.58,103.75,29,74.75
04712802,1,1,14,1,68000,0,0,0,0,0
04712811,1,4,11,1,16326,0,15.78621,54.68,16,38.68
04712812,1,4,11,1,16326,1.84,2.77608,58.19,0,58.19
04712821,1,4,12,1,26848,0,0,13.43,0,13.43
04712822,1,4,12,1,26848,0,2.27,44.31,8.15,36.16
04712841,1,1,15,1,95182,6.6,1.2,165.63,0,165.63
04712842,1,1,15,1,95182,5.57,0,125.83,51.5,74.33
04712881,1,2,16,3,49000,0,6.91186,107.50002,0,107.50002
04712882,1,2,16,3,49000,0,8.54981,252.7,106.71,145.99
04712971,1,4,15,2,0,5.53,6.86,150.82503,3.81503,147.01
04712972,1,4,15,2,0,14.13,4.43,118.66,0,118.66
04713021,1,4,12,3,102000,0,0,0,0,0
04713022,1,4,12,3,102000,0,0,0,0,0
04713051,1,2,13,2,73760,0,0,11.5,2.98,8.52
04713052,1,2,13,2,73760,0,0,11.99,9.73,2.26
04713111,1,1,15,1,0,7.94361,0,49.99999,0,49.99999
04713112,1,1,15,1,0,7.74261,7.87983,50.00001,0,50.00001
04713121,1,4,13,1,5000,0,0,26.26,26.26,0
04713122,1,4,13,1,5000,0,0,31.30005,31.30005,0
04713301,2,1,13,4,0,10,0,44,0,44
04713302,2,1,13,4,0,0,0,0,0,0
04713311,2,1,15,4,54100,12.8,0,136.62,27.43,109.19
04713312,2,1,15,4,54100,31.24265,26.9142,143.34,0,143.34
04713341,1,1,11,2,15802,14.73255,20.97852,200,0,200
04713342,1,1,11,2,15802,14.26624,8.65773,200.00002,0,200.00002
04713351,1,1,16,2,1000,0,0,317.05,209.63,107.42
04713352,1,1,16,2,1000,0,0,130.48,121.85,8.63
04713361,1,4,12,3,45000,12.05091,5.51409,147.10001,15,132.10001
04713362,1,4,12,3,45000,15.93534,30.88879,362.99999,16,346.99999
04713371,1,4,13,5,65000,0,0,25.6,25.6,0
04713421,1,1,15,3,83000,6.93,5.49,320.30463,182.03463,138.27
04713422,1,1,15,3,83000,1.82,23.9,395.00786,205.71786,189.29
04713451,1,4,16,4,60000,12.46,12.98,211.05,23.25,187.8
04713452,1,4,16,4,60000,17.43,0.98,228.67,60.87,167.8
04713471,1,2,15,2,33326,0,0,153.83,103.22,50.61
04713472,1,2,15,2,33326,0,12.9,186.3,111.74,74.56
04713511,1,4,13,1,0,0,0,12.02,0,12.02
04713512,1,4,13,1,0,1.88,0,7.93,0,7.93
04713591,1,2,13,3,0,0.99,4.13,11.08,0,11.08
04713592,1,2,13,3,0,2.98,12.80142,50.95,0,50.95
04713601,1,1,13,2,25608,0,0,18.46,5.99,12.47
04713602,1,1,13,2,25608,8.28,17.4,161.74,24.05,137.69
04713621,1,1,15,3,188230,8.49248,8.90264,331.53,167.79,163.74
04713622,1,1,15,3,188230,15.21191,7.05367,270.73998,129.18,141.55998
04713631,1,4,13,1,7000,0,0,17.3,17.3,0
04713632,1,4,13,1,7000,0,0,39.24099,39.24099,0
04713651,1,1,14,1,15006,12.766540000000001,5.13767,250.78,24.3,226.48
04713652,1,1,14,1,15006,0,0,58.45,26.05,32.4
04713671,1,2,15,2,76000,0,0,0,0,0
04713672,1,2,15,2,76000,12.56,3.1,102.15,0,102.15
04713751,1,4,12,3,16748,0,8.03,77.67,0,77.67
04713752,1,4,12,3,16748,0,5.27,128.75,0,128.75
04713761,1,1,11,1,41760,0,8.71889,132.10002,0,132.10002
04713762,1,1,11,1,41760,0,0,0,0,0
04713801,1,4,16,2,50200,0,7.32,133.19,87.25,45.94
04713802,1,4,16,2,50200,5.44,0,124.08,78.75,45.33
04713811,1,4,15,2,55000,6.16795,25.87708,317.32815,76.37818,240.94997
04713812,1,4,15,2,55000,0,8.3394,103.93999,26.1,77.83999
04713831,1,2,12,2,16106,15.7,6.28,186.62,100.25,86.37
04713832,1,2,12,2,16106,20.7,0,153.41,82.5,70.91
04713861,1,5,11,4,0,0,0,281.86,244.47,37.39
04713862,1,5,11,4,0,0,0,148.39,129.85,18.54
04713881,1,4,12,3,23052,0,0,0,0,0
04713921,1,2,15,2,4918,13.18,6.85,240.97,136.23,104.74
04713922,1,2,15,2,4918,1.99,0,114.63,61.49,53.14
04713951,1,4,16,2,7800,12.06089,21.10646,380,10,370
04713952,1,4,16,2,7800,0,0,20,20,0
04713971,1,2,14,3,145146,0,0,385.51,385.51,0
04713972,1,2,14,3,145146,12.38602,17.63717,480.80003,294.08,186.72003
04713981,1,4,15,2,61892,29.52783,7,207.70999,18.91,188.79999
04713982,1,4,15,2,61892,0.98,4.21672,76.82,0,76.82
04714001,1,1,15,3,76600,0,0,124.07999,27,97.07999
04714002,1,1,15,3,76600,0,0,0,0,0
04714011,1,4,11,1,35000,14.25,0,78.23,0,78.23
04714012,1,4,11,1,35000,6.44,5.94,46.87,0,46.87
04714051,1,2,12,1,20294,0,0,40.36,0,40.36
04714052,1,2,12,1,20294,0,0,15.24,0,15.24
04714071,1,4,16,1,2600,1.74626,7.08117,104.99999,60,44.99999
04714072,1,4,16,1,2600,0,0,59,7,52
04714081,1,2,14,1,4482,8.04,22.37,138.16,16.42,121.74
04714082,1,2,14,1,4482,4.71,4.19,246.3,41.72,204.58
04714101,1,2,15,2,64800,7.53,15.13,33.98,0,33.98
04714102,1,2,15,2,64800,7.81,3.30159,58.41,0,58.41
04714171,1,1,12,3,55000,7.29,13.43,75.6,0,75.6
04714172,1,1,12,3,55000,15.67,17,94.31,0,94.31
04714241,1,1,12,5,56000,2.06,7.39,164.08,140.45,23.63
04714242,1,1,12,5,56000,16.45,5.13,111.38,74.46,36.92
04714281,1,4,11,7,25280,9.27,72.1,319.58,15,304.58
04714282,1,4,11,7,25280,56.65,51.5,217.32999,0,217.32999
04714301,1,1,16,2,0,40.77,43.71,273.97,21.5,252.47
04714302,1,1,16,2,0,0,0,90.48,14.5,75.98
04714311,1,1,15,2,78200,0,0,0,0,0
04714312,1,1,15,2,78200,0,0,0,0,0
04714331,1,4,15,6,140420,0,18.14,400.13,285.27,114.86
04714332,1,4,15,6,140420,6.49,39.30102,596.07,359.05,237.02
04714371,1,3,16,5,0,0,0,0,0,0
04714372,1,3,16,5,0,0,0,0,0,0
04714391,1,2,15,1,35600,17.28,11.64,158.72,2.4,156.32
04714392,1,2,15,1,35600,14.31,14.27,161.67,48.35,113.32
04714421,1,1,15,1,105000,2.36504,6.22266,57.82001,22.39,35.43001
04714422,1,1,15,1,105000,6.4457700000000004,3.84461,55.61,8.49,47.12
04714521,1,2,12,4,32000,2.44457,9.91283,74.99999,0,74.99999
04714522,1,2,12,4,32000,6.90588,7.07193,75,0,75
04714531,1,1,13,3,109857,13.91063,19.45371,313.59001,52,261.59001
04714532,1,1,13,3,109857,2.5536,6.7188,65.56001,0,65.56001
04714551,1,1,16,1,110000,8.16,0,114.76,59.3,55.46
04714552,1,1,16,1,110000,15.05,7.4,835.17,597,238.17
04714561,1,4,14,4,12000,2.80548,0,57.00001,7,50.00001
04714562,1,4,14,4,12000,0,0,0,0,0
04714611,1,3,13,1,0,0,0,0,0,0
04714612,1,3,13,1,0,0,0,0,0,0
04714651,1,1,14,5,94716,33.47389,23.45136,486.96999,18.08,468.88999
04714652,1,1,14,5,94716,18.65,14.23723,236.87002,14.46,222.41002
04714701,1,1,16,2,300000,10.31341,16.72089,750.17001,384.76,365.41001
04714702,1,1,16,2,300000,22.53493,5.76146,281.21999,152.19,129.02999
04714721,1,4,12,1,0,0,0,67.38,60.3,7.08
04714722,1,4,12,1,0,5.46,0,84.59,56.5,28.09
04714731,1,1,15,4,33000,28.92,7,264.26,62,202.26
04714732,1,1,15,4,33000,11.28,30.29,213.06,18.75,194.31
04714751,1,2,12,1,11046,2.43,13.98,61.31,5,56.31
04714752,1,2,12,1,11046,0,0,29.25,0,29.25
04714761,1,1,16,1,85200,0,0,78.53001,55.53,23.00001
04714762,1,1,16,1,85200,2.73265,0,70.37999,22.38,47.99999
04714771,1,4,11,1,2765,26.45,8.2,419.19,0,419.19
04714772,1,4,11,1,2765,0,0,0,0,0
04714871,1,1,16,4,340200,23.09562,26.0233,503.95998,0,503.95998
04714872,1,1,16,4,340200,28.65918,35.139,692.44997,0,692.44997
04714901,1,1,16,5,320000,13.65,1.58,442.81001,130,312.81001
04714902,1,1,16,5,320000,0,0,132.49,0,132.49
04714931,1,4,10,1,3100,0,0,13.67,6,7.67
04714932,1,4,10,1,3100,0,0,37.23,10,27.23
04715031,2,1,13,2,98000,8.86891,0,163.41,23.42,139.99
04715032,2,1,13,2,98000,8.30906,8.5153,266.76998,27.62,239.14998
04715051,1,1,15,2,131500,3.98,6.74,103.15,22.53,80.62
04715052,1,1,15,2,131500,1.38,19.33,131.14,0,131.14
04715061,1,4,12,3,31600,20.94,10.67,253.38,0,253.38
04715062,1,4,12,3,31600,4.31,5.06,59.95,0,59.95
04715151,1,4,16,1,62336,0,1,99.71,26,73.71
04715152,1,4,16,1,62336,1.41,0.39,13.98,0,13.98
04715161,1,2,13,2,0,14.78251,8.97104,354.03003,170.97,183.06003
04715162,1,2,13,2,0,2.1757,5.71098,286.26003,134.08,152.18003
04715221,1,1,16,2,130400,2.24719,0,71.26,45.29,25.97
04715222,1,1,16,2,130400,0,3.47653,179.63242,163.64242,15.99
04715271,1,4,15,3,97000,14.13,12.66,313.24,163.5,149.74
04715291,1,2,14,3,43000,5.86534,2.04,173.99,17.97,156.02
04715292,1,2,14,3,43000,7.36,4.95648,179.83,0,179.83
04715331,1,1,16,2,333450,40.73,16.23,214.63,39.34,175.29
04715332,1,1,16,2,333450,8.5,10.14,348.03,39.29,308.74
04715341,1,3,13,2,0,77.42,24,219.65,88.08,131.57
04715342,1,3,15,2,0,89.94,55.52,512.48,23.42,489.06
04715381,1,4,15,1,80150,0,0,111.59,46.88,64.71
04715382,1,4,15,1,80150,0,0,73.33,73.33,0
04715401,1,4,11,1,3600,2.09,4.18,25.64,0,25.64
04715402,1,4,11,1,3600,2.09,5.23,20.41,0,20.41
04715411,1,1,10,2,75964,13.97,7.79,117.44,54.41,63.03
04715412,1,1,10,2,75964,14.69,6,63.25,16.47,46.78
04715441,1,4,13,1,40000,0,0,131.29,51,80.29
04715442,1,4,13,1,40000,0,0,24.66,10,14.66
04715521,1,4,11,3,23240,0,8,137.49,59.41,78.08
04715522,1,4,11,3,23240,0,6.85,72.04,43.56,28.48
04715561,1,4,16,1,53200,6.46416,0,143.48001,19.43,124.05001
04715562,1,4,16,1,53200,4.44694,0,64.28999,45.45,18.83999
04715571,1,1,15,4,187502,2.99,22.24,473.31,42.6,430.71
04715572,1,1,15,4,187502,0,12.96,264.37,23.88,240.49
04715581,1,4,15,1,188000,3.69,0,111.07,79.38,31.69
04715582,1,4,15,1,188000,0,0,0,0,0
04715641,1,1,16,3,122001,2.34066,4.74882,321.74001,89.56,232.18001
04715642,1,1,16,3,122001,15.50303,15.91173,284.99998,97.87,187.12998
04715661,1,3,15,1,18000,0.71,0,16.49,0,16.49
04715662,1,3,15,1,18000,4.78,8.16,109.01,20.97,88.04
04715671,1,4,15,1,50000,0,0,90.07,74.36,15.71
04715672,1,4,15,1,50000,0,0,58.76,49.79,8.97
04715681,1,4,15,1,42000,0,0,16.47,4.44,12.03
04715682,1,4,15,1,42000,6.00688,0,59.17,24.74,34.43
04715751,1,2,16,2,84582,6.83,12.09,123.45,0,123.45
04715752,1,2,16,2,84582,6.33,9.12,97.99,20,77.99
04715791,2,2,14,1,17382,5.01462,0,45.00001,0,45.00001
04715792,2,2,14,1,17382,0,0,0,0,0
04715831,2,2,14,2,59000,0,0,96.59,5.67,90.92
04715832,2,2,14,2,59000,10.54,4.84,311.47,109.8,201.67
04715841,1,4,14,3,60220,13.72863,5.60102,358.28001,69.85,288.43001
04715842,1,4,14,3,60220,1.78,0,157.46,12.73,144.73
04715861,2,2,13,1,16800,3.13,0,126.77,9.27,117.5
04715862,2,2,13,1,16800,0,0,43.22,0,43.22
04715891,1,1,13,2,64000,4.04,0,150,31.81,118.19
04715892,1,1,13,2,64000,0,7.98,90.76,41.24,49.52
04715921,1,2,13,1,28930,0,0,0,0,0
04715922,1,2,13,1,28930,0,0,90,0,90
04715941,1,4,16,1,17500,0,0,14.93,14.12,0.81
04715942,1,4,16,1,17500,1.72,4.86,33.48,0,33.48
04715961,1,2,16,3,250000,4.36,5.98,163.65,0,163.65
04715962,1,2,16,3,250000,5.49,6.43,142.31,45.97,96.34
04715991,1,4,15,1,23000,0,0,121.73,121.73,0
04716001,1,1,16,4,60130,22.92,27.1,236.3121,24.1921,212.12
04716002,1,1,16,4,60130,26.85,57.29,406,89.71,316.29
04716021,1,2,15,3,105662,8.9,19.14,138.66,29.42,109.24
04716022,1,2,15,3,105662,1.49,2.42,114.7,46.98,67.72
04716061,2,1,15,1,38025,0,0,225.75,135.9,89.85
04716062,2,1,15,1,38025,0,0,140.85864,80.29,60.56864
04716091,1,2,15,2,92314,12.72173,28.88057,320.21996,0,320.21996
04716092,1,2,15,2,92314,15.90127,13.09727,212.45338,49.45337,163.00001
04716121,1,1,16,4,250000,37.0746,18.6054,398.07,266.4,131.67
04716122,1,1,16,4,250000,13.62589,6.27,267.11195,165.04195,102.07
04716131,1,4,16,2,68000,4.1449,16.50555,94.09682,21.02681,73.07001
04716132,1,4,16,2,68000,5.53885,0,55.32999,0,55.32999
04716171,1,4,16,5,18000,3.59,13.08,249.87,122.67,127.2
04716172,1,4,16,5,18000,4.36,18.22,224.31,55,169.31
04716211,1,4,12,1,30000,0,0,11.34,11.34,0
04716261,2,2,12,1,29782,0,0,13.02,0,13.02
04716262,2,2,12,1,29782,0,0,21.84,0,21.84
04716281,1,2,16,2,165822,7.57772,7.75992,109.00002,0,109.00002
04716321,1,4,11,2,15000,14.89029,10.5643,199.99998,0,199.99998
04716322,1,4,11,2,15000,9.44864,7.25584,200.00001,0,200.00001
04716341,1,2,12,2,55992,5.10362,18.68312,330.99999,141,189.99999
04716342,1,2,12,2,55992,9.19807,5.48624,190.99999,100,90.99999
04716351,1,1,16,2,21000,0,8.96,19.63,0,19.63
04716352,1,1,15,2,21000,0,0,12.5,12.5,0
04716371,1,2,13,2,41964,0.51,3.09,54.94,40.97,13.97
04716372,1,2,13,2,41964,5.67,3.78,248.69956,57.55956,191.14
04716431,1,4,16,1,55000,15.46,14.42,106.26,11.11,95.15
04716432,1,4,16,1,55000,0,0,0,0,0
04716451,1,1,16,3,104800,8.52,6.99,158.79001,0,158.79001
04716452,1,1,16,3,104800,0,0,0,0,0
04716461,1,2,12,1,36134,0.99,0.99,65.11,11,54.11
04716462,1,2,12,1,36134,0,0,35.69,0,35.69
04716471,1,4,11,2,26440,0,1.79,10.87,0,10.87
04716472,1,4,11,2,26440,16.72,17.06,215.33,42.5,172.83
04716511,1,4,12,2,27625,0,0,14.81,0,14.81
04716521,1,1,16,2,421620,40.62566,58.18399,242.28001,44.93,197.35001
04716522,1,1,16,2,421620,0,0,76,76,0
04716531,1,1,15,6,116047,3.49,5.63,331.04689,275.60689,55.44
04716532,1,1,15,6,116047,28.63,13.62,339.32,73.09,266.23
04716591,1,1,13,6,71706,8.43288,7.13964,199.99998,10,189.99998
04716592,1,1,13,6,71706,8.10571,8.50363,165.00001,0,165.00001
04716621,1,1,16,6,146300,27.90186,27.16814,355.26,0,355.26
04716622,1,1,16,6,146300,47.27614,18.68,410.06,0,410.06
04716651,1,2,12,1,1782,0,0,78.22001,20,58.22001
04716652,1,2,12,1,1782,3.14841,12.76693,267.46001,0,267.46001
04716681,1,2,15,2,20334,0,0,14.6,0,14.6
04716791,1,4,14,2,13600,4.04,13.2,119.48,60.63,58.85
04716792,1,4,14,2,13600,0,0,214.23,207.71,6.52
04716812,1,2,15,2,131782,0,0,0,0,0
04716921,1,4,15,1,30792,0,0,53.93,27.25,26.68
04716922,1,4,15,1,30792,7.13,0,54.88,12.25,42.63
04716932,2,2,12,2,54238,0,0,0,0,0
04716941,1,2,15,3,60000,0,0,82.34,28.55,53.79
04716942,1,2,15,3,60000,0,7.46733,113.23,4.91,108.32
04717012,1,4,12,1,7656,0,0,0,0,0
04717101,1,4,14,1,3400,20.42,14.59,86.26,0,86.26
04717102,1,4,14,1,3400,0,3.58,40.84,0,40.84
04717111,1,2,16,2,59764,14.15,7.79,183.9,70.63,113.27
04717112,1,2,16,2,59764,0,0,255.24,128.03,127.21
04717121,1,2,15,1,85000,0,7.35,100.59254,58.59254,42
04717122,1,2,15,1,85000,2.04,0,66.75,16.77,49.98
04717151,1,1,15,2,73310,2.16576,8.83079,36,6,30
04717152,1,1,15,2,73310,2.55747,3.71485,65,25,40
04717191,1,1,13,4,122294,0,3.99,46.99,2,44.99
04717192,1,1,13,4,122294,0,0,23.69,23.69,0
04717211,1,1,13,2,79000,0,0,174.32,167.71,6.61
